date,p (mbar),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3)
2020-08-07 08:50:00,995.95,295.92,11.34,49.45,27.18,13.44,13.74,8.44,13.5,1167.8
2020-08-07 09:00:00,995.98,296.56,11.39,47.73,28.26,13.49,14.77,8.47,13.54,1165.29
2020-08-07 09:10:00,995.94,297.05,11.57,46.93,29.09,13.65,15.44,8.57,13.71,1163.29
2020-08-07 09:20:00,995.82,297.5,11.92,46.76,29.87,13.97,15.9,8.77,14.03,1161.29
2020-08-07 09:30:00,995.74,297.71,11.68,45.47,30.25,13.75,16.49,8.64,13.81,1160.47
2020-08-07 09:40:00,995.72,297.95,11.52,44.36,30.67,13.6,17.06,8.54,13.66,1159.61
2020-08-07 09:50:00,995.64,298.21,11.93,44.88,31.15,13.98,17.17,8.78,14.04,1158.35
2020-08-07 10:00:00,995.56,298.73,12.21,44.36,32.11,14.24,17.86,8.95,14.31,1156.15
2020-08-07 10:10:00,995.5,299.08,12.33,43.81,32.76,14.35,18.41,9.02,14.42,1154.71
2020-08-07 10:20:00,995.41,299.5,12.43,43.01,33.59,14.45,19.14,9.08,14.51,1152.95
2020-08-07 10:30:00,995.33,300.1,12.51,41.77,34.78,14.53,20.25,9.13,14.59,1150.55
2020-08-07 10:40:00,995.32,300.36,12.27,40.48,35.31,14.29,21.02,8.98,14.36,1149.65
2020-08-07 10:50:00,995.29,300.82,11.9,38.47,36.26,13.95,22.31,8.76,14.01,1148.04
2020-08-07 11:00:00,995.23,301.4,11.65,36.59,37.5,13.72,23.78,8.62,13.79,1145.86
2020-08-07 11:10:00,995.16,302.1,11.07,33.83,39.04,13.21,25.83,8.3,13.27,1143.38
2020-08-07 11:20:00,995.11,302.19,10.98,33.45,39.24,13.13,26.12,8.25,13.19,1143.02
2020-08-07 11:30:00,995.04,302.38,11.32,33.86,39.65,13.43,26.23,8.44,13.49,1142.12
2020-08-07 11:40:00,995.03,302.45,11.34,33.77,39.81,13.45,26.37,8.45,13.51,1141.84
2020-08-07 11:50:00,994.99,302.5,11.48,33.98,39.93,13.57,26.36,8.53,13.64,1141.55
2020-08-07 12:00:00,994.9,302.81,11.71,33.9,40.63,13.77,26.85,8.66,13.84,1140.22
2020-08-07 12:10:00,994.83,302.9,12.01,34.44,40.82,14.06,26.76,8.84,14.13,1139.72
2020-08-07 12:20:00,994.74,302.73,12.08,34.94,40.39,14.11,26.28,8.87,14.19,1140.27
2020-08-07 12:30:00,994.67,302.74,11.76,34.21,40.42,13.83,26.59,8.69,13.9,1140.27
2020-08-07 12:40:00,994.59,302.79,11.72,34.03,40.51,13.79,26.72,8.67,13.86,1140.05
2020-08-07 12:50:00,994.51,302.66,11.41,33.61,40.18,13.51,26.68,8.49,13.58,1140.61
2020-08-07 13:00:00,994.45,302.91,11.57,33.49,40.77,13.65,27.12,8.58,13.73,1139.53
2020-08-07 13:10:00,994.44,303.18,11.66,33.16,41.41,13.73,27.68,8.63,13.81,1138.47
2020-08-07 13:20:00,994.44,303.46,11.66,32.63,42.08,13.73,28.35,8.63,13.81,1137.41
2020-08-07 13:30:00,994.35,303.52,11.76,32.75,42.2,13.82,28.38,8.69,13.9,1137.09
2020-08-07 13:40:00,994.3,303.83,11.88,32.46,42.93,13.94,29.0,8.76,14.02,1135.86
2020-08-07 13:50:00,994.25,304.31,12.08,31.99,44.12,14.12,30.01,8.88,14.2,1133.93
2020-08-07 14:00:00,994.19,304.27,11.99,31.9,44.0,14.04,29.96,8.83,14.12,1134.08
2020-08-07 14:10:00,994.13,304.05,12.05,32.42,43.45,14.09,29.36,8.86,14.17,1134.81
2020-08-07 14:20:00,994.04,304.04,12.31,33.03,43.4,14.34,29.07,9.02,14.42,1134.67
2020-08-07 14:30:00,993.96,304.33,12.45,32.8,44.1,14.46,29.63,9.1,14.55,1133.48
2020-08-07 14:40:00,993.84,304.6,12.5,32.42,44.76,14.51,30.25,9.13,14.6,1132.35
2020-08-07 14:50:00,993.77,304.71,12.58,32.39,45.04,14.59,30.45,9.18,14.68,1131.83
2020-08-07 15:00:00,993.7,304.87,12.67,32.31,45.42,14.68,30.75,9.24,14.77,1131.15
2020-08-07 15:10:00,993.64,304.77,12.68,32.54,45.14,14.69,30.45,9.25,14.78,1131.49
2020-08-07 15:20:00,993.58,305.32,12.83,31.84,46.57,14.83,31.74,9.34,14.92,1129.31
2020-08-07 15:30:00,993.54,305.19,12.73,31.89,46.2,14.73,31.47,9.28,14.83,1129.83
2020-08-07 15:40:00,993.49,305.49,12.74,31.38,47.0,14.75,32.25,9.28,14.84,1128.66
2020-08-07 15:50:00,993.49,305.13,12.63,31.78,46.05,14.63,31.41,9.21,14.73,1130.04
2020-08-07 16:00:00,993.43,305.04,12.47,31.62,45.81,14.49,31.33,9.12,14.58,1130.38
2020-08-07 16:10:00,993.4,305.43,12.52,31.05,46.81,14.53,32.28,9.15,14.63,1128.91
2020-08-07 16:20:00,993.38,305.53,12.48,30.8,47.08,14.5,32.58,9.13,14.6,1128.53
2020-08-07 16:30:00,993.38,305.43,12.49,30.98,46.81,14.5,32.31,9.13,14.6,1128.89
2020-08-07 16:40:00,993.32,305.32,12.29,30.78,46.52,14.32,32.2,9.02,14.41,1129.32
2020-08-07 16:50:00,993.28,305.33,12.14,30.46,46.52,14.17,32.35,8.92,14.27,1129.33
2020-08-07 17:00:00,993.22,305.54,12.15,30.12,47.08,14.18,32.9,8.93,14.28,1128.48
2020-08-07 17:10:00,993.21,305.78,12.0,29.45,47.69,14.05,33.65,8.84,14.14,1127.68
2020-08-07 17:20:00,993.16,305.84,12.08,29.5,47.85,14.12,33.74,8.89,14.21,1127.37
2020-08-07 17:30:00,993.14,305.95,11.98,29.13,48.15,14.03,34.12,8.83,14.12,1126.98
2020-08-07 17:40:00,993.16,305.76,11.88,29.25,47.64,13.93,33.7,8.77,14.03,1127.75
2020-08-07 17:50:00,993.13,305.9,12.17,29.57,48.02,14.2,33.82,8.94,14.3,1127.07
2020-08-07 18:00:00,993.08,305.94,11.97,29.14,48.1,14.02,34.08,8.83,14.11,1126.99
2020-08-07 18:10:00,993.02,305.81,12.14,29.68,47.75,14.17,33.57,8.92,14.27,1127.33
2020-08-07 18:20:00,992.96,305.31,12.32,30.93,46.39,14.35,32.04,9.04,14.45,1129.07
2020-08-07 18:30:00,992.97,305.09,12.04,30.74,45.81,14.08,31.73,8.87,14.18,1130.01
2020-08-07 18:40:00,992.92,304.67,12.12,31.65,44.73,14.16,30.57,8.92,14.26,1131.49
2020-08-07 18:50:00,992.93,304.14,12.18,32.74,43.4,14.21,29.19,8.95,14.31,1133.45
2020-08-07 19:00:00,992.93,303.86,12.01,32.91,42.71,14.06,28.65,8.85,14.16,1134.57
2020-08-07 19:10:00,992.95,303.79,11.98,32.96,42.56,14.03,28.53,8.84,14.13,1134.83
2020-08-07 19:20:00,992.96,303.63,12.07,33.45,42.18,14.11,28.07,8.88,14.21,1135.4
2020-08-07 19:30:00,992.97,303.46,12.14,33.93,41.77,14.17,27.59,8.92,14.27,1136.03
2020-08-07 19:40:00,993.01,303.3,12.27,34.55,41.38,14.3,27.09,9.0,14.4,1136.62
2020-08-07 19:50:00,993.09,302.96,12.31,35.3,40.6,14.33,26.27,9.03,14.43,1137.93
2020-08-07 20:00:00,993.13,302.52,12.47,36.59,39.59,14.48,25.1,9.12,14.58,1139.57
2020-08-07 20:10:00,993.25,302.02,12.47,37.62,38.5,14.48,24.02,9.12,14.58,1141.53
2020-08-07 20:20:00,993.35,301.88,12.57,38.18,38.19,14.58,23.61,9.18,14.68,1142.13
2020-08-07 20:30:00,993.43,301.59,12.67,39.06,37.57,14.67,22.9,9.24,14.77,1143.24
2020-08-07 20:40:00,993.51,301.08,12.79,40.55,36.49,14.8,21.69,9.32,14.89,1145.19
2020-08-07 20:50:00,993.56,300.78,12.78,41.23,35.85,14.78,21.07,9.31,14.88,1146.39
2020-08-07 21:00:00,993.62,300.61,12.91,41.98,35.52,14.91,20.61,9.39,15.01,1147.01
2020-08-07 21:10:00,993.67,300.29,13.05,43.17,34.86,15.05,19.81,9.47,15.14,1148.23
2020-08-07 21:20:00,993.66,299.91,13.3,44.85,34.11,15.3,18.81,9.63,15.39,1149.54
2020-08-07 21:30:00,993.67,299.9,13.3,44.86,34.09,15.29,18.8,9.63,15.39,1149.58
2020-08-07 21:40:00,993.65,299.68,13.3,45.5,33.63,15.3,18.33,9.63,15.4,1150.45
2020-08-07 21:50:00,993.67,299.45,13.4,46.37,33.19,15.39,17.8,9.69,15.49,1151.27
2020-08-07 22:00:00,993.75,299.09,13.36,47.26,32.49,15.36,17.14,9.67,15.45,1152.77
2020-08-07 22:10:00,993.83,298.73,13.48,48.63,31.82,15.48,16.35,9.74,15.57,1154.16
2020-08-07 22:20:00,993.85,298.61,13.57,49.28,31.6,15.57,16.03,9.8,15.67,1154.61
2020-08-07 22:30:00,993.86,298.53,13.77,50.14,31.45,15.77,15.68,9.93,15.86,1154.84
2020-08-07 22:40:00,993.9,297.8,14.28,54.12,30.12,16.3,13.82,10.27,16.4,1157.45
2020-08-07 22:50:00,993.99,296.86,14.03,56.31,28.48,16.04,12.44,10.1,16.13,1161.32
2020-08-07 23:00:00,994.01,296.34,14.09,58.35,27.6,16.1,11.5,10.14,16.2,1163.35
2020-08-07 23:10:00,994.0,296.34,14.1,58.38,27.6,16.11,11.49,10.14,16.21,1163.33
2020-08-07 23:20:00,993.99,296.66,13.99,56.87,28.14,16.0,12.14,10.08,16.1,1162.11
2020-08-07 23:30:00,993.99,297.22,13.73,54.05,29.11,15.73,13.37,9.9,15.83,1160.04
2020-08-07 23:40:00,994.02,297.38,13.97,54.38,29.39,15.98,13.41,10.06,16.08,1159.33
2020-08-07 23:50:00,994.04,296.65,14.35,58.25,28.12,16.38,11.74,10.31,16.48,1162.04
2020-08-08 00:00:00,994.04,296.53,14.05,57.52,27.92,16.06,11.86,10.11,16.16,1162.65
2020-08-08 00:10:00,994.08,296.2,14.41,60.02,27.38,16.43,10.95,10.35,16.53,1163.79
2020-08-08 00:20:00,994.13,295.43,14.44,63.03,26.13,16.47,9.66,10.37,16.57,1166.88
2020-08-08 00:30:00,994.11,294.93,14.71,66.13,25.34,16.76,8.58,10.55,16.86,1168.71
2020-08-08 00:40:00,994.12,295.0,14.77,66.11,25.45,16.83,8.63,10.6,16.92,1168.4
2020-08-08 00:50:00,994.1,294.99,14.79,66.23,25.43,16.85,8.59,10.61,16.95,1168.42
2020-08-08 01:00:00,994.08,295.1,14.65,65.22,25.61,16.7,8.91,10.52,16.8,1168.02
2020-08-08 01:10:00,994.06,295.2,14.51,64.23,25.76,16.55,9.22,10.42,16.65,1167.67
2020-08-08 01:20:00,994.07,295.18,14.61,64.7,25.73,16.65,9.08,10.48,16.75,1167.71
2020-08-08 01:30:00,994.08,294.19,14.53,68.42,24.21,16.57,7.65,10.43,16.67,1171.69
2020-08-08 01:40:00,994.09,293.69,14.58,70.79,23.48,16.62,6.86,10.47,16.72,1173.69
2020-08-08 01:50:00,994.12,293.58,14.65,71.55,23.33,16.69,6.64,10.51,16.79,1174.09
2020-08-08 02:00:00,994.17,293.74,14.53,70.32,23.57,16.57,6.99,10.43,16.67,1173.56
2020-08-08 02:10:00,994.15,294.01,14.48,68.93,23.96,16.52,7.44,10.4,16.61,1172.48
2020-08-08 02:20:00,994.11,294.07,14.46,68.64,24.04,16.5,7.54,10.39,16.6,1172.24
2020-08-08 02:30:00,994.1,294.01,14.45,68.85,23.95,16.49,7.46,10.38,16.59,1172.48
2020-08-08 02:40:00,994.16,293.62,14.58,71.08,23.39,16.63,6.76,10.47,16.72,1174.01
2020-08-08 02:50:00,994.21,293.04,14.5,73.3,22.56,16.54,6.02,10.41,16.64,1176.43
2020-08-08 03:00:00,994.21,292.62,14.64,75.9,21.98,16.68,5.3,10.5,16.78,1178.06
2020-08-08 03:10:00,994.23,292.32,14.81,78.14,21.59,16.87,4.72,10.62,16.97,1179.16
2020-08-08 03:20:00,994.24,292.19,14.72,78.32,21.41,16.77,4.64,10.56,16.87,1179.75
2020-08-08 03:30:00,994.24,292.21,14.64,77.85,21.44,16.69,4.75,10.51,16.79,1179.71
2020-08-08 03:40:00,994.23,292.19,14.67,78.08,21.41,16.72,4.69,10.53,16.82,1179.76
2020-08-08 03:50:00,994.26,292.14,14.64,78.19,21.34,16.69,4.66,10.51,16.79,1180.02
2020-08-08 04:00:00,994.27,292.21,14.59,77.59,21.44,16.63,4.8,10.47,16.73,1179.77
2020-08-08 04:10:00,994.27,292.25,14.59,77.39,21.49,16.63,4.86,10.47,16.73,1179.61
2020-08-08 04:20:00,994.35,292.21,14.56,77.37,21.45,16.6,4.85,10.45,16.69,1179.84
2020-08-08 04:30:00,994.4,292.19,14.59,77.61,21.42,16.63,4.8,10.47,16.72,1179.97
2020-08-08 04:40:00,994.42,292.09,14.68,78.58,21.29,16.73,4.56,10.53,16.82,1180.35
2020-08-08 04:50:00,994.51,291.98,14.57,78.53,21.16,16.62,4.54,10.46,16.71,1180.91
2020-08-08 05:00:00,994.56,291.82,14.55,79.16,20.96,16.59,4.37,10.44,16.68,1181.59
2020-08-08 05:10:00,994.62,291.66,14.58,80.1,20.75,16.62,4.13,10.46,16.71,1182.3
2020-08-08 05:20:00,994.67,291.55,14.65,81.0,20.61,16.69,3.92,10.5,16.78,1182.77
2020-08-08 05:30:00,994.75,291.58,14.57,80.4,20.66,16.61,4.05,10.45,16.7,1182.75
2020-08-08 05:40:00,994.82,291.85,14.56,78.96,21.03,16.6,4.42,10.45,16.69,1181.69
2020-08-08 05:50:00,994.86,292.18,14.59,77.49,21.47,16.63,4.83,10.47,16.72,1180.39
2020-08-08 06:00:00,994.87,292.35,14.55,76.49,21.69,16.59,5.1,10.44,16.68,1179.73
2020-08-08 06:10:00,994.87,292.41,14.68,76.81,21.78,16.73,5.05,10.52,16.81,1179.43
2020-08-08 06:20:00,994.92,292.79,14.75,75.36,22.3,16.8,5.49,10.57,16.89,1177.92
2020-08-08 06:30:00,994.95,293.19,14.85,73.95,22.87,16.92,5.96,10.64,17.0,1176.25
2020-08-08 06:40:00,994.96,293.53,14.82,72.24,23.36,16.88,6.49,10.62,16.96,1174.93
2020-08-08 06:50:00,994.97,294.18,14.9,69.77,24.32,16.97,7.35,10.68,17.05,1172.3
2020-08-08 07:00:00,994.95,294.93,14.91,66.72,25.45,16.98,8.47,10.68,17.07,1169.32
2020-08-08 07:10:00,994.97,295.49,15.04,65.0,26.34,17.12,9.22,10.77,17.21,1167.06
2020-08-08 07:20:00,995.01,295.23,14.96,65.66,25.94,17.03,8.91,10.72,17.12,1168.14
2020-08-08 07:30:00,995.01,295.12,15.1,66.72,25.76,17.19,8.57,10.82,17.28,1168.5
2020-08-08 07:40:00,995.02,295.36,15.15,65.95,26.14,17.24,8.9,10.85,17.33,1167.55
2020-08-08 07:50:00,995.09,295.64,15.25,65.24,26.59,17.35,9.24,10.92,17.44,1166.47
2020-08-08 08:00:00,995.12,296.04,15.42,64.35,27.27,17.55,9.72,11.04,17.63,1164.79
2020-08-08 08:10:00,995.07,296.86,15.53,61.69,28.64,17.67,10.97,11.12,17.75,1161.5
2020-08-08 08:20:00,995.0,297.43,15.6,59.91,29.62,17.74,11.87,11.17,17.83,1159.19
2020-08-08 08:30:00,994.92,298.12,15.53,57.24,30.87,17.67,13.2,11.12,17.76,1156.45
2020-08-08 08:40:00,994.83,298.73,15.59,55.44,31.99,17.74,14.26,11.16,17.83,1153.99
2020-08-08 08:50:00,994.72,299.44,15.78,53.85,33.35,17.96,15.39,11.31,18.05,1151.06
2020-08-08 09:00:00,994.62,300.18,15.81,51.68,34.82,17.99,16.82,11.33,18.09,1148.13
2020-08-08 09:10:00,994.55,300.98,15.84,49.43,36.47,18.03,18.44,11.35,18.13,1145.01
2020-08-08 09:20:00,994.49,301.61,15.76,47.42,37.81,17.93,19.88,11.29,18.03,1142.63
2020-08-08 09:30:00,994.51,301.98,15.62,45.99,38.66,17.78,20.88,11.19,17.88,1141.28
2020-08-08 09:40:00,994.49,302.51,15.56,44.45,39.84,17.71,22.13,11.15,17.81,1139.32
2020-08-08 09:50:00,994.44,302.7,14.99,42.38,40.28,17.07,23.21,10.75,17.17,1138.83
2020-08-08 10:00:00,994.33,303.17,14.53,40.06,41.36,16.57,24.79,10.43,16.66,1137.19
2020-08-08 10:10:00,994.21,303.84,14.03,37.33,42.96,16.04,26.92,10.09,16.13,1134.81
2020-08-08 10:20:00,994.14,304.32,13.56,35.26,44.12,15.56,28.57,9.79,15.65,1133.17
2020-08-08 10:30:00,994.07,304.41,12.86,33.52,44.33,14.86,29.47,9.35,14.95,1133.1
2020-08-08 10:40:00,994.04,304.59,12.74,32.92,44.78,14.74,30.04,9.28,14.83,1132.44
2020-08-08 10:50:00,994.0,304.67,13.05,33.44,44.99,15.04,29.94,9.47,15.13,1131.97
2020-08-08 11:00:00,993.94,304.64,13.11,33.66,44.89,15.11,29.78,9.51,15.2,1132.03
2020-08-08 11:10:00,993.87,304.61,13.02,33.53,44.78,15.02,29.77,9.45,15.11,1132.13
2020-08-08 11:20:00,993.8,304.97,13.11,33.04,45.71,15.1,30.61,9.51,15.2,1130.68
2020-08-08 11:30:00,993.74,305.17,13.26,33.02,46.2,15.26,30.95,9.61,15.35,1129.83
2020-08-08 11:40:00,993.7,305.2,13.32,33.08,46.28,15.31,30.97,9.64,15.41,1129.65
2020-08-08 11:50:00,993.65,305.81,13.04,31.41,47.88,15.04,32.84,9.47,15.14,1127.5
2020-08-08 12:00:00,993.62,306.01,13.08,31.14,48.42,15.08,33.34,9.49,15.18,1126.7
2020-08-08 12:10:00,993.56,305.6,13.01,31.72,47.32,15.01,32.31,9.45,15.11,1128.18
2020-08-08 12:20:00,993.49,305.98,13.13,31.31,48.31,15.13,33.19,9.53,15.23,1126.68
2020-08-08 12:30:00,993.38,305.82,13.03,31.4,47.85,15.03,32.83,9.46,15.13,1127.22
2020-08-08 12:40:00,993.32,305.64,12.8,31.27,47.34,14.8,32.54,9.32,14.9,1127.96
2020-08-08 12:50:00,993.23,305.92,12.81,30.8,48.1,14.81,33.28,9.33,14.91,1126.81
2020-08-08 13:00:00,993.17,306.14,12.49,29.8,48.67,14.5,34.17,9.13,14.6,1126.11
2020-08-08 13:10:00,993.09,306.38,12.49,29.42,49.3,14.5,34.8,9.14,14.61,1125.17
2020-08-08 13:20:00,992.96,306.83,12.4,28.54,50.53,14.42,36.11,9.08,14.52,1123.44
2020-08-08 13:30:00,992.88,306.65,12.2,28.46,50.0,14.23,35.77,8.96,14.33,1124.13
2020-08-08 13:40:00,992.86,306.7,12.26,28.49,50.14,14.28,35.86,9.0,14.39,1123.9
2020-08-08 13:50:00,992.84,306.98,12.08,27.72,50.93,14.12,36.81,8.89,14.22,1122.92
2020-08-08 14:00:00,992.78,307.05,12.17,27.79,51.1,14.2,36.9,8.95,14.3,1122.6
2020-08-08 14:10:00,992.72,306.9,12.06,27.82,50.68,14.1,36.58,8.88,14.2,1123.13
2020-08-08 14:20:00,992.72,307.15,12.1,27.51,51.39,14.14,37.25,8.91,14.24,1122.19
2020-08-08 14:30:00,992.61,307.56,12.12,26.93,52.55,14.15,38.4,8.92,14.26,1120.59
2020-08-08 14:40:00,992.47,307.53,11.92,26.65,52.43,13.97,38.46,8.8,14.08,1120.66
2020-08-08 14:50:00,992.32,307.46,11.79,26.55,52.17,13.85,38.32,8.73,13.96,1120.87
2020-08-08 15:00:00,992.2,308.03,11.89,25.9,53.82,13.94,39.88,8.79,14.05,1118.65
2020-08-08 15:10:00,992.14,307.71,11.82,26.25,52.87,13.88,38.99,8.75,13.99,1119.78
2020-08-08 15:20:00,992.13,307.88,11.77,25.93,53.35,13.83,39.51,8.72,13.94,1119.2
2020-08-08 15:30:00,992.11,308.09,11.72,25.55,53.97,13.79,40.18,8.69,13.9,1118.44
2020-08-08 15:40:00,992.09,308.65,11.48,24.38,55.67,13.57,42.1,8.55,13.68,1116.47
2020-08-08 15:50:00,992.06,308.44,11.51,24.7,55.03,13.59,41.44,8.57,13.7,1117.19
2020-08-08 16:00:00,992.04,308.05,11.29,24.88,53.85,13.4,40.45,8.44,13.51,1118.67
2020-08-08 16:10:00,991.99,308.43,11.33,24.44,54.97,13.43,41.53,8.47,13.54,1117.25
2020-08-08 16:20:00,991.86,308.41,11.49,24.74,54.88,13.58,41.3,8.56,13.69,1117.15
2020-08-08 16:30:00,991.8,307.98,11.29,25.01,53.58,13.4,40.18,8.45,13.51,1118.72
2020-08-08 16:40:00,991.79,307.77,11.31,25.33,52.96,13.42,39.55,8.46,13.53,1119.47
2020-08-08 16:50:00,991.73,307.7,11.52,25.81,52.73,13.61,39.12,8.58,13.72,1119.61
2020-08-08 17:00:00,991.65,307.58,11.36,25.72,52.35,13.46,38.88,8.49,13.58,1120.06
2020-08-08 17:10:00,991.59,307.62,11.56,26.0,52.46,13.64,38.82,8.6,13.76,1119.77
2020-08-08 17:20:00,991.62,307.5,11.45,25.98,52.11,13.54,38.57,8.54,13.65,1120.28
2020-08-08 17:30:00,991.69,307.54,11.66,26.28,52.26,13.73,38.52,8.66,13.85,1120.1
2020-08-08 17:40:00,991.73,308.01,11.83,25.89,53.64,13.89,39.75,8.76,14.0,1118.36
2020-08-08 17:50:00,991.71,308.3,11.19,24.41,54.51,13.31,41.21,8.39,13.42,1117.53
2020-08-08 18:00:00,991.7,308.46,11.78,25.17,55.0,13.84,41.16,8.73,13.96,1116.71
2020-08-08 18:10:00,991.65,307.92,11.66,25.74,53.35,13.73,39.61,8.66,13.85,1118.7
2020-08-08 18:20:00,991.61,307.44,11.59,26.32,51.94,13.67,38.27,8.62,13.79,1120.43
2020-08-08 18:30:00,991.59,307.05,11.34,26.46,50.82,13.45,37.37,8.48,13.56,1121.94
2020-08-08 18:40:00,991.59,306.64,11.4,27.18,49.66,13.5,36.17,8.51,13.61,1123.42
2020-08-08 18:50:00,991.63,306.33,11.55,27.93,48.81,13.63,35.17,8.6,13.75,1124.54
2020-08-08 19:00:00,991.64,306.04,11.52,28.32,48.04,13.61,34.44,8.58,13.72,1125.6
2020-08-08 19:10:00,991.63,305.98,11.59,28.55,47.88,13.67,34.21,8.62,13.79,1125.78
2020-08-08 19:20:00,991.69,305.97,11.68,28.73,47.85,13.75,34.1,8.67,13.86,1125.85
2020-08-08 19:30:00,991.72,305.57,11.8,29.63,46.78,13.86,32.92,8.74,13.98,1127.31
2020-08-08 19:40:00,991.8,304.94,12.36,31.83,45.17,14.38,30.79,9.07,14.5,1129.48
2020-08-08 19:50:00,991.86,304.19,12.78,34.13,43.3,14.78,28.52,9.32,14.9,1132.13
2020-08-08 20:00:00,991.91,303.76,12.56,34.48,42.27,14.58,27.7,9.19,14.69,1133.84
2020-08-08 20:10:00,991.95,303.57,12.57,34.88,41.81,14.58,27.23,9.2,14.7,1134.6
2020-08-08 20:20:00,992.02,303.18,13.29,37.36,40.91,15.28,25.63,9.64,15.41,1135.8
2020-08-08 20:30:00,992.07,302.45,13.75,40.17,39.22,15.75,23.47,9.94,15.88,1138.4
2020-08-08 20:40:00,992.15,302.14,13.88,41.2,38.54,15.88,22.66,10.02,16.01,1139.57
2020-08-08 20:50:00,992.18,301.79,14.06,42.56,37.77,16.07,21.69,10.14,16.2,1140.85
2020-08-08 21:00:00,992.19,301.63,13.87,42.43,37.42,15.88,21.54,10.01,16.0,1141.55
2020-08-08 21:10:00,992.15,301.1,13.91,43.88,36.28,15.92,20.36,10.04,16.04,1143.5
2020-08-08 21:20:00,992.13,300.65,13.88,44.97,35.33,15.89,19.44,10.02,16.02,1145.2
2020-08-08 21:30:00,992.08,300.35,13.92,45.89,34.71,15.93,18.78,10.05,16.06,1146.27
2020-08-08 21:40:00,992.04,300.13,13.41,44.96,34.27,15.41,18.86,9.72,15.53,1147.3
2020-08-08 21:50:00,992.0,300.25,12.7,42.64,34.49,14.71,19.78,9.27,14.83,1147.14
2020-08-08 22:00:00,992.01,300.26,12.46,41.95,34.51,14.48,20.03,9.13,14.59,1147.21
2020-08-08 22:10:00,991.97,300.09,12.48,42.42,34.17,14.49,19.67,9.14,14.61,1147.81
2020-08-08 22:20:00,991.98,299.97,12.48,42.72,33.93,14.49,19.43,9.14,14.61,1148.28
2020-08-08 22:30:00,991.99,299.75,12.46,43.24,33.49,14.48,19.01,9.13,14.6,1149.14
2020-08-08 22:40:00,992.03,299.21,12.54,44.85,32.45,14.55,17.9,9.18,14.67,1151.19
2020-08-08 22:50:00,992.02,298.59,12.75,47.16,31.28,14.75,16.53,9.3,14.87,1153.49
2020-08-08 23:00:00,992.05,298.16,13.41,50.54,30.48,15.41,15.08,9.72,15.53,1154.91
2020-08-08 23:10:00,992.03,298.06,13.44,50.94,30.3,15.44,14.87,9.74,15.56,1155.26
2020-08-08 23:20:00,992.07,298.05,13.31,50.55,30.28,15.31,14.98,9.65,15.43,1155.4
2020-08-08 23:30:00,992.08,297.84,13.16,50.67,29.9,15.15,14.75,9.56,15.27,1156.3
2020-08-08 23:40:00,992.11,297.55,13.23,51.78,29.41,15.23,14.18,9.6,15.35,1157.4
2020-08-08 23:50:00,992.14,297.12,13.3,53.37,28.65,15.29,13.36,9.64,15.41,1159.08
2020-08-09 00:00:00,992.07,296.8,13.04,53.55,28.09,15.04,13.05,9.48,15.16,1160.39
2020-08-09 00:10:00,992.12,296.59,13.23,54.85,27.75,15.22,12.53,9.6,15.34,1161.16
2020-08-09 00:20:00,992.17,296.35,13.36,56.13,27.35,15.35,12.0,9.68,15.47,1162.1
2020-08-09 00:30:00,992.15,296.18,13.32,56.59,27.07,15.32,11.75,9.66,15.44,1162.76
2020-08-09 00:40:00,992.15,296.19,13.32,56.54,27.08,15.31,11.77,9.66,15.43,1162.73
2020-08-09 00:50:00,992.15,295.91,13.17,56.95,26.63,15.16,11.46,9.56,15.28,1163.9
2020-08-09 01:00:00,992.15,295.88,12.85,55.89,26.58,14.85,11.72,9.37,14.97,1164.15
2020-08-09 01:10:00,992.15,295.56,12.87,57.06,26.06,14.87,11.19,9.38,14.99,1165.41
2020-08-09 01:20:00,992.11,295.51,12.96,57.55,25.99,14.95,11.03,9.43,15.07,1165.52
2020-08-09 01:30:00,992.11,295.36,13.0,58.24,25.75,15.0,10.75,9.46,15.11,1166.1
2020-08-09 01:40:00,992.13,295.0,13.42,61.2,25.19,15.41,9.77,9.72,15.54,1167.36
2020-08-09 01:50:00,992.12,294.81,13.46,62.08,24.89,15.45,9.44,9.75,15.58,1168.08
2020-08-09 02:00:00,992.11,294.75,13.46,62.31,24.8,15.45,9.35,9.75,15.58,1168.31
2020-08-09 02:10:00,992.14,294.6,13.15,61.6,24.59,15.15,9.44,9.55,15.27,1169.04
2020-08-09 02:20:00,992.22,294.37,13.1,62.28,24.24,15.1,9.14,9.52,15.22,1170.07
2020-08-09 02:30:00,992.23,293.98,13.27,64.49,23.67,15.26,8.4,9.62,15.38,1171.57
2020-08-09 02:40:00,992.27,293.86,13.45,65.7,23.51,15.44,8.06,9.74,15.56,1171.97
2020-08-09 02:50:00,992.29,293.83,13.22,64.83,23.46,15.21,8.25,9.59,15.33,1172.22
2020-08-09 03:00:00,992.28,293.76,13.05,64.41,23.36,15.05,8.31,9.49,15.16,1172.56
2020-08-09 03:10:00,992.26,293.8,12.96,63.89,23.42,14.96,8.46,9.43,15.08,1172.42
2020-08-09 03:20:00,992.24,293.82,13.17,64.69,23.45,15.17,8.28,9.56,15.29,1172.22
2020-08-09 03:30:00,992.21,293.74,13.07,64.6,23.32,15.06,8.25,9.5,15.18,1172.6
