date,wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-06-29 10:10:00,2.15,3.37,225.8,0.0,0.0,348.95,680.58,2131.6,30.76,405.4
2020-06-29 12:10:00,3.88,5.89,236.2,0.0,0.0,825.03,1656.8,1968.42,31.43,407.5
2020-06-29 14:10:00,4.75,8.04,217.6,0.0,0.0,836.45,1678.45,1695.17,31.57,405.3
2020-06-29 16:10:00,1.91,4.19,260.8,0.0,0.0,492.6,984.2,1411.01,32.01,403.5
2020-06-29 18:10:00,3.42,7.94,250.8,0.0,0.0,331.07,636.17,721.09,33.5,403.7
2020-06-29 20:10:00,0.98,1.85,234.3,0.0,0.0,9.01,36.73,42.34,30.65,406.9
2020-06-29 22:10:00,3.27,3.84,225.4,0.0,0.0,0.0,0.0,0.0,25.99,417.9
2020-06-30 00:10:00,2.01,2.96,212.2,0.0,0.0,0.0,0.0,0.0,24.04,426.8
2020-06-30 02:10:00,2.45,3.09,249.5,0.0,0.0,0.0,0.0,0.0,23.5,420.7
2020-06-30 04:10:00,1.9,3.2,235.1,0.0,0.0,1.46,10.07,13.27,22.53,429.1
2020-06-30 06:10:00,1.44,3.06,211.5,0.0,0.0,105.32,212.62,336.86,23.15,414.7
2020-06-30 08:10:00,4.86,8.1,219.7,0.0,0.0,640.78,1209.73,1352.49,27.65,405.8
2020-06-30 10:10:00,5.21,8.75,222.0,0.0,0.0,754.92,1478.76,1808.32,30.5,404.2
2020-06-30 12:10:00,5.96,9.75,222.2,0.0,0.0,972.43,1930.87,2012.69,31.4,403.0
2020-06-30 14:10:00,6.6,13.08,216.6,0.0,0.0,863.81,1720.8,2059.35,32.74,403.3
2020-06-30 16:10:00,4.18,7.91,237.9,0.0,0.0,578.3,1141.11,1372.55,31.99,403.2
2020-06-30 18:10:00,2.8,4.93,228.9,0.0,0.0,288.0,568.69,642.23,31.75,403.4
2020-06-30 20:10:00,2.63,4.05,226.8,0.0,0.0,8.35,29.45,35.29,29.31,404.8
2020-06-30 22:10:00,2.34,2.75,220.5,0.0,0.0,0.0,0.0,0.0,26.25,409.6
2020-07-01 00:10:00,1.27,2.12,194.0,0.0,0.0,0.0,0.0,0.0,25.08,422.1
2020-07-01 02:10:00,1.76,2.81,209.1,0.0,0.0,0.0,0.0,0.0,24.43,430.2
2020-07-01 04:10:00,1.31,1.84,201.6,0.0,0.0,1.84,10.8,14.35,24.0,423.0
2020-07-01 06:10:00,1.83,3.13,194.9,0.0,0.0,71.56,167.77,461.49,25.77,422.4
2020-07-01 08:10:00,6.39,9.65,203.6,0.0,0.0,546.83,1078.39,1097.23,29.13,408.5
2020-07-01 10:10:00,6.85,10.47,224.4,0.0,0.0,870.56,1753.48,1957.07,33.09,404.9
2020-07-01 12:10:00,7.01,11.44,211.1,0.0,0.0,824.89,1698.94,2212.77,33.63,403.1
2020-07-01 14:10:00,4.86,10.26,224.9,0.0,0.0,717.62,1452.17,2255.83,35.93,402.4
2020-07-01 16:10:00,4.38,6.99,231.0,0.0,0.0,222.82,462.43,1359.03,37.62,402.7
2020-07-01 18:10:00,3.68,6.26,230.4,0.0,0.0,274.23,544.83,595.3,37.5,405.7
2020-07-01 20:10:00,1.54,2.44,262.0,0.0,0.0,5.81,23.84,29.39,35.1,409.3
2020-07-01 22:10:00,1.88,3.23,251.9,0.0,0.0,0.0,0.0,0.0,31.68,412.8
2020-07-02 00:10:00,0.7,1.58,261.8,0.0,0.0,0.0,0.0,0.0,29.79,420.5
2020-07-02 02:10:00,0.33,0.6,159.5,0.0,0.0,0.0,0.0,0.0,28.95,429.0
2020-07-02 04:10:00,1.27,2.84,268.2,0.0,0.0,0.41,2.98,3.26,28.04,423.8
2020-07-02 06:10:00,1.62,2.67,197.0,0.0,0.0,270.59,514.21,583.01,27.04,420.5
2020-07-02 08:10:00,3.36,4.94,212.3,0.0,0.0,251.5,507.19,686.75,29.46,411.0
2020-07-02 10:10:00,1.85,3.75,221.9,0.0,0.0,632.13,1295.2,1838.45,34.56,403.6
2020-07-02 12:10:00,1.19,2.71,284.7,0.0,0.0,608.69,1257.35,2124.04,36.63,402.3
2020-07-02 14:10:00,0.9,2.55,281.0,0.0,0.0,356.45,730.93,1208.08,36.67,401.0
2020-07-02 16:10:00,1.61,3.26,293.6,0.0,0.0,573.78,1151.33,1462.75,36.93,401.5
2020-07-02 18:10:00,4.66,7.72,257.3,1.5,600.0,8.3,19.88,34.21,34.83,408.0
2020-07-02 20:10:00,0.77,1.31,222.4,0.0,0.0,5.6,11.69,18.75,27.03,419.7
2020-07-02 22:10:00,1.29,1.68,227.8,0.0,0.0,0.0,0.0,0.0,25.84,427.2
2020-07-03 00:10:00,1.42,2.53,242.9,0.0,0.0,0.0,0.0,0.0,24.61,431.2
2020-07-03 02:10:00,2.79,3.64,261.9,0.0,0.0,0.0,0.0,0.0,23.84,418.6
2020-07-03 04:10:00,2.6,3.61,258.2,0.0,0.0,2.14,9.29,12.98,22.29,419.9
2020-07-03 06:10:00,0.59,1.3,136.5,0.0,0.0,190.09,369.28,533.76,23.59,422.0
2020-07-03 08:10:00,0.8,3.47,261.1,0.0,0.0,539.57,1036.78,1169.93,28.23,412.9
2020-07-03 10:10:00,2.24,4.63,245.1,0.0,0.0,391.09,794.71,1712.07,31.9,404.8
2020-07-03 12:10:00,2.07,5.34,257.5,0.0,0.0,701.22,1397.96,2332.92,32.09,404.1
2020-07-03 14:10:00,2.92,5.31,233.8,0.0,0.0,607.17,1204.28,2288.05,33.78,403.8
2020-07-03 16:10:00,3.47,5.6,207.8,0.0,0.0,316.01,628.75,1483.73,34.63,403.9
2020-07-03 18:10:00,2.33,3.6,261.1,0.0,0.0,268.2,526.51,571.92,35.21,404.9
2020-07-03 20:10:00,2.14,2.79,256.6,0.0,0.0,8.11,27.68,34.26,31.67,405.2
2020-07-03 22:10:00,3.05,3.53,241.6,0.0,0.0,0.0,0.0,0.0,27.41,416.3
2020-07-04 00:10:00,0.95,1.52,216.0,0.0,0.0,0.0,0.0,0.0,24.91,446.2
2020-07-04 02:10:00,0.61,1.6,153.7,0.0,0.0,0.0,0.0,0.0,23.72,460.2
2020-07-04 04:10:00,1.72,3.22,189.8,0.0,0.0,2.59,10.11,14.02,22.16,465.7
2020-07-04 06:10:00,0.81,1.34,146.5,0.0,0.0,234.28,453.26,479.54,24.43,464.1
2020-07-04 08:10:00,4.37,7.34,215.8,0.0,0.0,562.8,1089.42,1120.92,30.7,403.6
2020-07-04 10:10:00,4.36,7.37,243.6,0.0,0.0,807.3,1613.52,2291.96,33.39,402.7
2020-07-04 12:10:00,6.3,10.53,208.8,0.0,0.0,972.95,1957.65,-9999.0,33.4,402.6
2020-07-04 14:10:00,6.14,8.92,217.9,0.0,0.0,766.04,1563.38,2141.5,34.28,401.6
2020-07-04 16:10:00,5.24,9.1,216.9,0.0,0.0,689.45,1368.33,1771.99,34.73,399.7
2020-07-04 18:10:00,2.91,4.78,232.3,0.0,0.0,95.36,203.34,267.45,34.02,402.2
2020-07-04 20:10:00,2.15,4.12,219.9,0.0,0.0,13.98,32.07,37.01,32.27,404.3
2020-07-04 22:10:00,2.61,4.52,220.9,0.0,0.0,0.0,0.0,0.0,30.28,409.7
2020-07-05 00:10:00,2.77,4.17,220.3,0.0,0.0,0.0,0.0,0.0,28.29,417.0
2020-07-05 02:10:00,2.61,3.74,209.0,0.0,0.0,0.0,0.0,0.0,28.22,421.3
2020-07-05 04:10:00,1.53,2.71,208.3,0.0,0.0,0.85,5.56,6.48,27.89,419.1
2020-07-05 06:10:00,4.76,6.47,212.0,0.0,0.0,86.13,176.24,214.6,28.69,412.3
2020-07-05 08:10:00,5.87,9.32,219.2,0.0,0.0,332.56,674.42,763.4,30.44,409.4
2020-07-05 10:10:00,4.56,7.12,211.0,0.0,0.0,125.6,266.04,358.44,31.63,409.8
2020-07-05 12:10:00,6.94,10.22,206.8,0.0,0.0,1020.44,2125.75,-9999.0,32.03,406.7
2020-07-05 14:10:00,5.38,7.75,204.0,0.0,0.0,242.67,490.04,581.3,33.45,406.8
2020-07-05 16:10:00,6.74,10.07,218.9,0.0,0.0,613.52,1220.38,1242.18,34.73,406.4
2020-07-05 18:10:00,7.15,9.76,205.8,0.0,0.0,277.28,554.89,592.17,34.55,406.4
2020-07-05 20:10:00,4.48,6.65,214.2,0.0,0.0,5.62,16.29,22.67,32.45,410.3
2020-07-05 22:10:00,4.08,6.83,211.4,0.0,0.0,0.0,0.0,0.0,30.95,414.4
2020-07-06 00:10:00,2.27,3.09,224.9,0.0,0.0,0.0,0.0,0.0,29.24,420.0
2020-07-06 02:10:00,0.56,1.09,20.99,0.0,0.0,0.0,0.0,0.0,27.62,420.3
2020-07-06 04:10:00,2.67,6.1,269.0,0.0,0.0,0.88,5.19,6.36,28.0,414.1
2020-07-06 06:10:00,1.92,5.17,266.0,0.0,0.0,163.67,322.28,504.57,27.45,412.5
2020-07-06 08:10:00,3.02,6.41,290.3,0.0,0.0,554.29,1058.58,1111.54,29.4,406.9
2020-07-06 10:10:00,2.99,7.48,287.4,0.0,0.0,613.72,1220.03,1815.06,31.27,406.1
2020-07-06 12:10:00,3.26,5.22,271.6,0.0,0.0,572.02,1149.62,2141.42,30.6,405.8
2020-07-06 14:10:00,3.89,7.44,260.5,0.0,0.0,408.39,806.45,2131.33,31.32,405.0
2020-07-06 16:10:00,3.65,6.48,248.3,0.0,0.0,137.32,288.59,1059.68,31.3,405.5
2020-07-06 18:10:00,3.23,6.15,251.9,0.0,0.0,86.56,177.26,205.88,26.05,407.4
2020-07-06 20:10:00,1.44,2.54,254.2,0.0,0.0,10.35,34.24,39.45,23.78,409.0
2020-07-06 22:10:00,2.18,3.54,262.8,0.0,0.0,0.0,0.0,0.0,21.47,412.8
2020-07-07 00:10:00,1.85,2.97,246.0,0.0,0.0,0.0,0.0,0.0,20.41,415.4
2020-07-07 02:10:00,1.46,2.73,157.6,0.0,0.0,0.0,0.0,0.0,20.36,419.1
2020-07-07 04:10:00,0.78,1.38,259.3,0.0,0.0,0.55,6.36,9.18,21.24,421.8
2020-07-07 06:10:00,0.87,1.74,145.5,0.0,0.0,95.15,209.86,379.94,21.23,423.3
2020-07-07 08:10:00,1.51,3.22,267.3,0.0,0.0,341.1,683.68,1531.36,24.8,409.6
2020-07-07 10:10:00,2.52,4.41,255.1,0.0,0.0,159.69,320.95,409.88,28.16,408.0
2020-07-07 12:10:00,4.02,5.85,214.6,0.0,0.0,544.75,1084.18,2405.42,29.79,405.6
2020-07-07 14:10:00,3.72,6.07,210.3,0.0,0.0,967.79,1899.54,2092.5,30.3,404.3
2020-07-07 16:10:00,3.4,5.34,235.9,0.0,0.0,401.79,799.19,1707.7,30.94,403.5
2020-07-07 18:10:00,2.46,4.92,250.8,0.0,0.0,264.16,520.99,604.6,30.95,403.1
2020-07-07 20:10:00,1.73,2.18,253.6,0.0,0.0,4.66,14.95,17.83,28.92,405.4
2020-07-07 22:10:00,1.54,2.91,266.6,0.0,0.0,0.0,0.0,0.0,26.21,411.3
2020-07-08 00:10:00,0.35,0.87,180.2,0.0,0.0,0.0,0.0,0.0,24.78,417.1
2020-07-08 02:10:00,1.17,1.67,343.8,0.1,130.0,0.0,0.0,0.0,23.45,412.5
2020-07-08 04:10:00,0.47,0.76,232.3,0.1,440.0,0.0,1.08,1.53,22.07,422.5
2020-07-08 06:10:00,1.1,1.45,224.7,0.1,490.0,39.37,88.03,100.13,21.67,432.9
2020-07-08 08:10:00,1.32,1.96,134.9,0.0,500.0,76.22,175.86,214.44,22.43,433.8
2020-07-08 10:10:00,0.67,1.85,296.6,0.1,270.0,59.4,149.55,169.18,23.85,417.4
2020-07-08 12:10:00,1.27,2.12,229.8,0.1,320.0,236.75,532.22,598.18,23.98,405.8
2020-07-08 14:10:00,1.17,2.07,250.8,0.0,120.0,110.14,243.99,272.75,25.84,405.6
2020-07-08 16:10:00,2.18,3.2,145.5,0.0,0.0,293.65,615.63,711.09,26.38,410.5
2020-07-08 18:10:00,2.6,4.27,253.5,0.0,0.0,295.84,583.02,675.99,27.5,406.6
2020-07-08 20:10:00,1.97,2.79,264.0,0.0,0.0,12.08,33.23,38.02,26.1,409.5
2020-07-08 22:10:00,1.4,2.28,254.7,0.0,0.0,0.0,0.0,0.0,23.25,420.9
2020-07-09 00:10:00,1.19,1.55,215.1,0.0,0.0,0.0,0.0,0.0,22.07,437.3
2020-07-09 02:10:00,0.83,1.28,225.7,0.0,0.0,0.0,0.0,0.0,22.15,450.7
2020-07-09 04:10:00,1.23,2.33,209.4,0.0,0.0,0.4,1.67,2.42,22.44,456.4
2020-07-09 06:10:00,0.37,0.84,36.7,0.0,0.0,42.03,90.77,113.62,22.87,474.1
2020-07-09 08:10:00,1.86,3.43,166.4,0.1,390.0,81.23,185.32,288.35,24.5,439.6
2020-07-09 10:10:00,3.23,4.9,153.0,0.0,0.0,291.91,600.74,729.73,26.5,421.2
2020-07-09 12:10:00,5.78,8.79,216.5,0.0,0.0,820.93,1679.45,2202.54,28.47,411.1
2020-07-09 14:10:00,5.92,8.29,217.6,0.0,0.0,418.06,849.52,2280.95,32.86,405.9
2020-07-09 16:10:00,3.3,5.38,219.6,0.0,0.0,263.43,538.23,929.47,34.27,402.9
2020-07-09 18:10:00,2.02,5.19,251.4,0.0,0.0,280.27,554.86,628.3,34.45,404.5
2020-07-09 20:10:00,1.67,1.85,251.0,0.0,0.0,6.96,19.42,26.21,33.83,407.2
2020-07-09 22:10:00,1.03,2.08,10.71,0.0,0.0,0.0,0.0,0.0,30.47,415.2
2020-07-10 00:10:00,2.06,2.66,240.9,0.0,0.0,0.0,0.0,0.0,28.8,426.4
2020-07-10 02:10:00,1.72,2.63,195.9,0.0,0.0,0.0,0.0,0.0,26.98,452.1
2020-07-10 04:10:00,1.23,1.99,195.9,0.0,0.0,0.15,3.14,4.78,26.45,465.0
2020-07-10 06:10:00,1.93,2.97,171.7,0.0,0.0,96.86,198.76,219.54,26.27,466.4
2020-07-10 08:10:00,2.64,4.43,171.0,0.0,0.0,254.51,515.1,580.42,31.89,424.4
2020-07-10 10:10:00,5.18,7.14,208.2,0.0,0.0,279.09,569.58,596.14,34.21,412.6
2020-07-10 12:10:00,5.6,10.57,243.5,0.0,0.0,366.36,761.35,921.03,35.81,412.0
2020-07-10 14:10:00,3.76,7.54,254.8,0.0,0.0,90.11,196.5,307.87,34.48,407.9
2020-07-10 16:10:00,4.89,8.8,246.6,0.0,0.0,197.87,411.26,468.26,33.08,406.3
2020-07-10 18:10:00,3.07,6.94,299.3,0.0,0.0,82.36,174.46,201.4,29.72,414.0
2020-07-10 20:10:00,1.29,4.15,287.6,0.0,0.0,11.47,21.73,25.39,26.7,413.6
2020-07-10 22:10:00,1.97,3.11,245.6,0.0,0.0,0.0,0.0,0.0,24.78,412.8
2020-07-11 00:10:00,0.87,1.62,233.2,0.0,0.0,0.0,0.0,0.0,23.82,419.6
2020-07-11 02:10:00,0.72,1.33,217.8,0.0,0.0,0.0,0.0,0.0,23.82,426.9
2020-07-11 04:10:00,2.15,3.31,253.2,0.0,0.0,0.85,2.3,3.9,23.29,416.2
2020-07-11 06:10:00,0.93,1.89,5.29,0.0,0.0,76.59,150.31,290.91,22.5,418.4
2020-07-11 08:10:00,2.65,4.53,24.36,0.0,0.0,373.31,731.72,1385.1,24.66,407.5
2020-07-11 10:10:00,1.58,3.87,264.4,0.0,0.0,612.43,1210.09,1876.58,28.41,404.5
2020-07-11 12:10:00,1.28,3.32,320.4,0.0,0.0,375.82,750.66,802.85,30.03,403.1
2020-07-11 14:10:00,1.26,2.8,292.4,0.0,0.0,187.59,379.85,400.74,30.24,403.2
2020-07-11 16:10:00,1.0,2.51,320.7,0.0,0.0,186.2,374.13,435.04,30.13,402.2
2020-07-11 18:10:00,0.63,2.23,32.21,0.0,0.0,294.85,560.42,698.96,29.9,401.9
2020-07-11 20:10:00,1.3,1.64,354.6,0.0,0.0,11.23,31.38,40.52,27.31,402.8
2020-07-11 22:10:00,1.71,2.8,22.57,0.0,0.0,0.0,0.0,0.0,24.22,421.5
2020-07-12 00:10:00,0.75,1.27,343.4,0.0,0.0,0.0,0.0,0.0,21.96,411.9
2020-07-12 02:10:00,1.28,1.96,215.4,0.0,0.0,0.0,0.0,0.0,20.25,425.3
2020-07-12 04:10:00,0.35,0.78,155.0,0.0,0.0,0.0,4.31,6.7,19.07,440.7
2020-07-12 06:10:00,0.44,0.88,176.6,0.0,0.0,195.41,357.14,369.74,19.51,452.1
2020-07-12 08:10:00,0.93,1.83,110.3,0.0,0.0,510.91,989.96,1014.08,25.63,430.6
2020-07-12 10:10:00,1.4,3.12,86.4,0.0,0.0,869.82,1686.01,1768.24,30.66,403.2
2020-07-12 12:10:00,3.33,6.27,29.86,0.0,0.0,818.16,1621.06,2001.21,31.94,402.9
2020-07-12 14:10:00,2.35,4.49,12.93,0.0,0.0,481.71,958.07,1992.06,32.27,403.1
2020-07-12 16:10:00,2.37,4.35,350.0,0.0,0.0,626.43,1214.04,1227.8,32.3,403.0
2020-07-12 18:10:00,2.75,4.67,31.44,0.0,0.0,161.59,325.56,559.96,32.12,401.6
2020-07-12 20:10:00,1.7,2.41,2.12,0.0,0.0,6.19,26.51,33.53,28.43,404.3
2020-07-12 22:10:00,0.36,1.08,236.1,0.0,0.0,0.0,0.0,0.0,25.14,411.9
2020-07-13 00:10:00,0.76,1.36,37.24,0.0,0.0,0.0,0.0,0.0,22.87,429.7
2020-07-13 02:10:00,0.27,0.52,215.4,0.0,0.0,0.0,0.0,0.0,20.95,446.4
2020-07-13 04:10:00,0.97,1.3,220.8,0.0,0.0,0.0,4.76,7.19,19.56,446.7
2020-07-13 06:10:00,0.73,1.14,175.3,0.0,0.0,200.97,382.88,406.62,21.16,466.3
2020-07-13 08:10:00,0.74,1.8,128.5,0.0,0.0,511.46,990.39,1036.86,27.16,428.6
2020-07-13 10:10:00,1.64,3.5,40.81,0.0,0.0,748.43,1478.54,1607.08,34.62,405.3
2020-07-13 12:10:00,2.17,4.87,48.19,0.0,0.0,689.62,1387.83,1701.79,35.28,403.6
2020-07-13 14:10:00,2.98,4.52,40.47,0.0,0.0,735.43,1468.86,1538.77,37.13,401.4
2020-07-13 16:10:00,2.05,4.37,26.19,0.0,0.0,330.46,665.37,1277.77,37.17,400.8
2020-07-13 18:10:00,1.19,1.95,62.48,0.0,0.0,275.13,540.23,566.82,36.86,401.1
2020-07-13 20:10:00,0.47,0.98,203.5,0.0,0.0,5.44,28.55,34.65,32.87,403.7
2020-07-13 22:10:00,0.54,1.2,64.98,0.0,0.0,0.0,0.0,0.0,28.68,420.2
2020-07-14 00:10:00,1.27,2.08,203.7,0.0,0.0,0.0,0.0,0.0,25.34,429.9
2020-07-14 02:10:00,0.3,0.71,65.68,0.0,0.0,0.0,0.0,0.0,23.01,451.3
2020-07-14 04:10:00,1.74,2.43,186.8,0.0,0.0,0.0,3.93,5.96,21.06,458.5
2020-07-14 06:10:00,1.21,2.46,185.2,0.0,0.0,195.7,370.0,391.93,22.22,465.1
2020-07-14 08:10:00,1.26,2.75,174.5,0.0,0.0,512.13,995.69,1023.45,28.89,430.3
2020-07-14 10:10:00,1.17,2.94,245.5,0.0,0.0,478.28,966.66,1777.09,36.32,398.4
2020-07-14 12:10:00,3.51,5.71,143.4,0.0,0.0,987.34,1927.85,2025.99,38.04,399.9
2020-07-14 14:10:00,2.38,3.3,211.5,0.0,0.0,305.62,617.23,650.06,36.31,399.5
2020-07-14 16:10:00,2.52,4.91,143.0,0.0,0.0,373.4,749.27,1189.49,37.29,401.2
2020-07-14 18:10:00,1.67,2.42,193.7,0.0,0.0,50.96,104.75,116.17,35.28,400.5
2020-07-14 20:10:00,1.02,1.59,236.7,0.0,0.0,3.67,12.33,16.25,32.97,405.6
2020-07-14 22:10:00,0.79,1.52,208.8,0.0,0.0,0.0,0.0,0.0,31.03,422.6
2020-07-15 00:10:00,4.04,6.11,23.21,0.0,0.0,0.0,0.0,0.0,27.26,410.5
2020-07-15 02:10:00,1.56,2.62,33.5,0.0,0.0,0.0,0.0,0.0,25.73,412.8
2020-07-15 04:10:00,0.5,0.93,351.7,0.0,0.0,0.0,1.21,1.58,25.08,415.0
2020-07-15 06:10:00,0.87,1.24,25.47,0.0,0.0,49.53,109.54,121.17,24.65,425.0
2020-07-15 08:10:00,1.14,2.04,214.5,0.0,0.0,182.56,395.78,436.44,25.34,420.0
2020-07-15 10:10:00,2.2,3.49,150.4,0.1,600.0,212.51,465.85,519.98,26.97,412.5
2020-07-15 12:10:00,1.19,3.21,247.4,0.1,480.0,325.76,715.78,748.98,27.52,409.1
2020-07-15 14:10:00,0.73,1.85,237.1,0.0,0.0,240.25,513.0,556.16,28.34,408.8
2020-07-15 16:10:00,3.35,4.73,204.9,0.0,0.0,331.11,678.07,1136.57,29.73,408.4
2020-07-15 18:10:00,3.07,4.79,258.5,0.0,0.0,71.93,152.72,208.66,25.72,415.4
2020-07-15 20:10:00,1.46,2.09,247.8,0.0,0.0,6.33,11.65,14.35,24.63,418.3
2020-07-15 22:10:00,0.87,2.09,237.0,0.0,0.0,0.0,0.0,0.0,23.48,423.0
2020-07-16 00:10:00,1.37,1.74,246.2,0.0,0.0,0.0,0.0,0.0,22.93,424.9
2020-07-16 02:10:00,1.07,1.39,215.3,0.0,0.0,0.0,0.0,0.0,21.84,437.5
2020-07-16 04:10:00,0.56,0.98,217.9,0.0,0.0,0.0,0.0,0.0,22.01,444.1
2020-07-16 06:10:00,0.83,1.71,146.3,0.0,0.0,78.43,160.49,187.88,22.41,458.3
2020-07-16 08:10:00,0.72,1.52,173.7,0.0,0.0,333.58,670.51,840.59,25.33,435.2
2020-07-16 10:10:00,0.89,1.57,204.8,0.0,0.0,484.33,978.21,1328.9,30.51,405.3
2020-07-16 12:10:00,2.15,3.38,277.4,0.0,0.0,274.82,576.9,666.27,32.14,404.4
2020-07-16 14:10:00,1.67,3.03,277.8,0.0,0.0,351.78,728.73,825.47,30.18,404.8
2020-07-16 16:10:00,3.09,5.42,259.1,0.0,0.0,183.66,376.43,561.77,30.01,404.0
2020-07-16 18:10:00,1.5,2.55,310.5,0.0,0.0,54.42,112.11,119.2,28.63,404.7
2020-07-16 20:10:00,2.36,3.8,37.86,0.0,0.0,2.77,9.22,13.02,26.37,410.3
2020-07-16 22:10:00,0.34,0.7,121.7,0.0,0.0,0.0,0.0,0.0,24.99,422.6
2020-07-17 00:10:00,0.34,0.67,320.5,0.0,0.0,0.0,0.0,0.0,24.33,425.9
2020-07-17 02:10:00,0.65,1.01,55.95,0.0,0.0,0.0,0.0,0.0,22.61,438.1
2020-07-17 04:10:00,0.59,1.25,211.1,0.0,0.0,0.0,2.72,4.35,21.5,437.0
2020-07-17 06:10:00,0.85,1.49,211.7,0.0,0.0,72.42,154.46,242.12,20.96,455.7
2020-07-17 08:10:00,1.2,2.21,157.5,0.0,0.0,518.28,1006.1,1030.57,25.65,433.4
2020-07-17 10:10:00,3.11,4.87,29.63,0.0,0.0,483.53,973.86,1778.49,30.39,404.1
2020-07-17 12:10:00,2.01,4.35,27.83,0.0,0.0,436.05,888.54,1024.69,30.57,402.1
2020-07-17 14:10:00,2.04,5.45,23.59,0.0,0.0,445.8,895.14,1343.86,30.99,402.4
2020-07-17 16:10:00,1.71,2.94,32.59,0.0,0.0,223.04,453.04,466.0,33.04,401.2
2020-07-17 18:10:00,0.92,1.61,57.27,0.0,0.0,55.52,121.68,132.5,31.93,402.5
2020-07-17 20:10:00,0.76,1.2,128.9,0.0,0.0,5.9,13.09,18.65,29.37,409.6
2020-07-17 22:10:00,1.1,1.55,233.6,0.0,0.0,0.0,0.0,0.0,28.15,415.2
2020-07-18 00:10:00,0.7,1.61,191.1,0.0,0.0,0.0,0.0,0.0,26.54,431.7
2020-07-18 02:10:00,0.22,0.52,318.4,0.0,0.0,0.0,0.0,0.0,25.83,437.3
2020-07-18 04:10:00,0.3,0.5,356.5,0.0,0.0,0.0,2.38,3.86,24.56,443.4
2020-07-18 06:10:00,0.67,1.05,169.7,0.0,0.0,176.09,333.54,359.43,24.59,443.7
2020-07-18 08:10:00,1.11,2.45,71.9,0.0,0.0,491.19,963.34,988.92,31.02,419.1
2020-07-18 10:10:00,3.12,6.51,50.76,0.0,0.0,770.78,1518.63,1750.17,35.52,404.2
2020-07-18 12:10:00,2.63,5.28,38.69,0.0,0.0,328.42,667.03,696.89,34.91,403.4
2020-07-18 14:10:00,2.68,4.78,56.12,0.0,0.0,817.92,1642.2,1655.15,36.31,405.9
2020-07-18 16:10:00,2.25,4.46,54.02,0.0,0.0,589.57,1161.88,1192.95,38.03,406.3
2020-07-18 18:10:00,1.55,2.8,31.66,0.0,0.0,243.54,477.71,509.45,38.09,406.7
2020-07-18 20:10:00,1.5,2.27,343.2,0.0,0.0,3.23,19.16,25.6,34.32,408.5
2020-07-18 22:10:00,0.27,0.87,10.78,0.0,0.0,0.0,0.0,0.0,29.84,434.4
2020-07-19 00:10:00,0.25,0.66,6.71,0.0,0.0,0.0,0.0,0.0,26.94,441.1
2020-07-19 02:10:00,0.61,0.86,188.9,0.0,0.0,0.0,0.0,0.0,24.86,446.1
2020-07-19 04:10:00,0.59,1.07,205.9,0.0,0.0,0.0,2.05,3.38,23.31,456.9
2020-07-19 06:10:00,0.67,1.42,122.5,0.0,0.0,181.26,347.89,370.4,24.14,474.2
2020-07-19 08:10:00,0.7,1.54,135.3,0.0,0.0,412.28,822.03,900.51,30.36,457.9
2020-07-19 10:10:00,1.43,2.77,136.3,0.0,0.0,701.69,1404.39,1463.62,37.07,406.3
2020-07-19 12:10:00,2.45,4.56,91.8,0.0,0.0,935.36,1866.54,2104.32,39.52,399.7
2020-07-19 14:10:00,1.39,3.69,22.7,0.0,0.0,393.76,816.27,1399.6,39.16,399.1
2020-07-19 16:10:00,0.42,1.09,349.6,0.0,0.0,474.94,953.2,1151.97,40.33,398.2
2020-07-19 18:10:00,0.71,1.35,254.1,0.0,0.0,122.44,242.56,396.44,40.31,399.6
2020-07-19 20:10:00,1.37,1.84,248.9,0.0,0.0,1.44,6.18,8.0,36.54,401.2
2020-07-19 22:10:00,0.5,0.86,190.9,0.0,0.0,0.0,0.0,0.0,33.41,430.4
2020-07-20 00:10:00,1.0,1.49,226.1,0.0,0.0,0.0,0.0,0.0,30.4,453.2
2020-07-20 02:10:00,0.48,0.88,221.4,0.0,0.0,0.0,0.0,0.0,28.43,441.5
2020-07-20 04:10:00,0.95,1.86,137.8,0.0,0.0,0.0,1.5,2.55,26.52,472.4
2020-07-20 06:10:00,1.2,2.15,176.0,0.0,0.0,81.19,169.6,193.14,26.08,477.8
2020-07-20 08:10:00,1.1,2.27,141.4,0.0,0.0,464.13,916.49,1057.4,29.76,443.7
2020-07-20 10:10:00,1.77,4.53,279.8,0.0,0.0,679.58,1360.05,1618.62,34.2,418.7
2020-07-20 12:10:00,2.17,5.5,296.7,0.0,0.0,728.91,1467.43,2190.9,37.16,411.0
2020-07-20 14:10:00,1.24,2.43,322.0,0.0,40.0,104.99,246.24,267.04,33.78,410.3
2020-07-20 16:10:00,1.16,2.38,218.1,0.0,0.0,371.93,768.34,1307.75,33.92,409.5
2020-07-20 18:10:00,4.93,9.0,39.68,0.0,0.0,71.86,151.88,162.03,31.55,410.6
2020-07-20 20:10:00,3.85,5.47,32.56,0.0,0.0,2.61,8.43,13.1,27.9,409.4
2020-07-20 22:10:00,1.9,2.18,348.7,0.0,0.0,0.0,0.0,0.0,26.39,410.4
2020-07-21 00:10:00,0.75,1.27,63.67,0.0,0.0,0.0,0.0,0.0,25.68,437.1
